area,bbox,category_id,id,image_id
0.007,"[0.15571699848038484, 0.8411401819299769, 0.2221630160165573, 0.03156806098090281]",1,4178,1888
0.006,"[0.20426704206443913, 0.8742617006655092, 0.25831214340319214, 0.024903247974537024]",1,4179,1888
0.009,"[0.18308980937220315, 0.8154408772786458, 0.33515474961310415, 0.02684755678530093]",1,4180,1889
0.006,"[0.18000673280410948, 0.8507341172960069, 0.25223761583569515, 0.02506679958767366]",1,4181,1889
0.007,"[0.22460332975182726, 0.8804573341652199, 0.22355101956387977, 0.03185594346788201]",1,4182,1889
0.029,"[0.1282223383585612, 0.44269713168014346, 0.3470184961954753, 0.08319701356801235]",1,4183,1890
0.013,"[0.18239802904515962, 0.7946395308883102, 0.2972098921819063, 0.04445337366174773]",1,4184,1891
0.008,"[0.1704918763518049, 0.8340490270543981, 0.2554535421949582, 0.03235360604745374]",1,4185,1891
0.008,"[0.1465484109570675, 0.818591413826778, 0.30980884785554846, 0.02652617706649607]",1,4186,1892
0.009,"[0.1444563998362129, 0.8493549741547683, 0.3022838019263103, 0.029921696103852313]",1,4187,1892
0.015,"[0.20261288220011014, 0.8688300998731592, 0.3776742797172136, 0.0390494335656878]",1,4188,1892
0.028,"[0.536015625, 0.43666902219430487, 0.2720659722222222, 0.10310667922948075]",1,4189,1893
0.013,"[0.05951686859130859, 0.6324810309366915, 0.24891208648681643, 0.051828085836432725]",1,4190,1894
0.02,"[0.06079051971435547, 0.7971215883479544, 0.2749328486124675, 0.07271284767141006]",1,4191,1894
0.008,"[0.08428454717000325, 0.7200998007711433, 0.18581221898396813, 0.04202866646790093]",1,4192,1894
0.018,"[0.1169677031667609, 0.6758484432371488, 0.6404720607556795, 0.028388051389886648]",3,4193,1894
0.016,"[0.12902460600200452, 0.7556758797792944, 0.5715153342799136, 0.02752365950271385]",3,4194,1894
0.026,"[0.1437903058040358, 0.808695652173913, 0.4052272254477373, 0.06332311952747582]",1,4195,1895
0.006,"[0.23275800641073566, 0.8761847601996527, 0.23881246028334327, 0.024249267578125067]",1,4196,1895
0.041,"[0.45683980305989585, 0.6027057383795205, 0.35046529134114585, 0.11733214180424523]",1,4197,1896
0.011,"[0.12328341514944388, 0.8095238095238094, 0.3236717641786948, 0.034018961588541674]",1,4198,1897
0.006,"[0.18591279390325957, 0.8471021864149305, 0.27885648736543067, 0.021878616898148184]",1,4199,1897
0.007,"[0.1930943539268092, 0.8731343587239583, 0.2083379572088068, 0.034220151548032485]",1,4200,1897
0.006,"[0.3499767436189913, 0.9154300476052496, 0.09081643093550251, 0.06375227686703089]",2,4201,1898
0.009,"[0.4018220759620351, 0.653875942887931, 0.2953987562951963, 0.030337980423850608]",3,4202,1898
0.002,"[0.7585131432399277, 0.6028889818057551, 0.09268001840134299, 0.01984500032427361]",3,4203,1898
0.002,"[0.7660251081482438, 0.6847867807361511, 0.0885110650180786, 0.02345831275443]",3,4204,1898
0.001,"[0.3598070885524277, 0.6861838855962644, 0.060882618801652855, 0.022382831208093812]",3,4205,1898
0.005,"[0.4052496287448347, 0.7246025153655811, 0.2458328625387397, 0.020528469353647827]",3,4206,1898
0.005,"[0.49998476643207646, 0.7416032618185265, 0.23484784591296481, 0.020608836206896464]",3,4207,1898
0.005,"[0.4807203560821281, 0.8298028042185505, 0.09475481017561987, 0.049383989239104364]",3,4208,1898
0.003,"[0.5925476578641529, 0.8300439827286877, 0.05841114895402899, 0.048343741269556206]",3,4209,1898
0.005,"[0.6990028570506198, 0.8225512352330779, 0.0847257756004649, 0.05477106281928479]",3,4210,1898
0.003,"[0.2131190780765754, 0.9247413917824074, 0.07709673416516014, 0.041066994307750626]",2,4211,1898
0.008,"[0.15149850777054744, 0.8027223940248842, 0.21398605310262528, 0.03633287217881953]",1,4212,1899
0.008,"[0.14125589083942422, 0.848541259765625, 0.2940004480767079, 0.02580046477141207]",1,4213,1899
0.009,"[0.18850999345073838, 0.8731940375434027, 0.3139636784009546, 0.028023726851851838]",1,4214,1899
0.026,"[0.4590191650390625, 0.6907606112760086, 0.30869405110677084, 0.08425348807774768]",1,4220,1901
0.014,"[0.17650359371376392, 0.8061355064655172, 0.3466488868274583, 0.040164465191720566]",1,4221,1902
0.007,"[0.17058261736868044, 0.8453776041666666, 0.2532467532467533, 0.02885542244746775]",1,4222,1902
0.007,"[0.1534310206593079, 0.8086443865740741, 0.26596251421725836, 0.026097728587962887]",1,4223,1903
0.008,"[0.1537609601077715, 0.8398783365885417, 0.2738189333094049, 0.028457867657696756]",1,4224,1903
0.014,"[0.47507217407226565, 0.7745939856544536, 0.24026072184244784, 0.0600631632269385]",1,4226,1905
0.01,"[0.12070697673540276, 0.8, 0.31372430357244174, 0.03254688404224537]",1,4227,1906
0.008,"[0.15264111386531848, 0.8354232222945602, 0.25274117939780205, 0.032109239366319375]",1,4228,1906
0.013,"[0.15997736892153938, 0.7895421911168982, 0.30229030417940783, 0.042039885344328676]",1,4230,1908
0.008,"[0.16107687574582338, 0.8329007749204282, 0.30327516979135594, 0.025415152090567106]",1,4231,1908
0.006,"[0.20935663118567274, 0.8557104040075232, 0.21994572095484036, 0.026780079029224524]",1,4232,1908
0.01,"[0.13720251040825207, 0.7956349206349206, 0.32761380733641, 0.03144348790405915]",1,4236,1910
0.01,"[0.17422945305491178, 0.8291930022063079, 0.2803847755541642, 0.03514053909866899]",1,4237,1910
0.022,"[0.5484090677897135, 0.7423243056107052, 0.26202880859375, 0.08263818917765253]",1,4238,1911
0.011,"[0.15725090043736897, 0.8007159787483645, 0.29846453913866444, 0.0384157435713568]",1,4239,1912
0.01,"[0.20823925794639714, 0.8645394194721217, 0.2649981401920598, 0.038922389425133375]",1,4240,1912
0.007,"[0.14587249025773774, 0.8392350938585069, 0.2632832504345469, 0.025422159830729152]",1,4241,1912
0.011,"[0.1336115119149601, 0.7997249437415083, 0.33452594626573673, 0.03400126041037632]",1,4242,1913
0.013,"[0.15565738951760616, 0.8273704246238426, 0.30239999579470694, 0.044248566804108824]",1,4243,1913
0.012,"[0.19007450085507627, 0.8584447790075231, 0.2600795618084629, 0.04649906864872688]",1,4244,1913
0.002,"[0.4072817463520145, 0.6760225844109196, 0.09355145919421487, 0.021473228094069263]",3,4245,1914
0.002,"[0.4492901762654959, 0.7065715765435424, 0.08302173456869838, 0.026609145514048582]",3,4246,1914
0.001,"[0.5776829238765496, 0.7046820590626995, 0.05413798182463836, 0.025573964319923426]",3,4247,1914
0.003,"[0.6362890826769112, 0.7077123805176405, 0.08259902827995869, 0.03303147823874519]",3,4248,1914
0.007,"[0.4416156863378099, 0.7443771264866699, 0.209716796875, 0.032162175476931676]",3,4249,1914
0.002,"[0.4980626129907025, 0.832189801095546, 0.07701214246513427, 0.02799112799828385]",3,4250,1914
0.001,"[0.6186377154894112, 0.8319435558099856, 0.06989695651472105, 0.014744316481082431]",3,4251,1914
0.002,"[0.7254830352530992, 0.8300992495559946, 0.0734025939436983, 0.029066531594228895]",3,4252,1914
0.006,"[0.31573995795131715, 0.8650856456537356, 0.09041006545389979, 0.06234932189395759]",2,4253,1914
0.003,"[0.11742427605242768, 0.895468837304438, 0.07980230662448347, 0.03395620372864783]",2,4254,1914
0.028,"[0.4423924814356436, 0.5235789941785253, 0.333694306930693, 0.08456803848641647]",1,4255,1915
0.036,"[0.4381343482905983, 0.5047503140703518, 0.39506543803418803, 0.09236939907872699]",1,4256,1916
0.001,"[0.39484671600594007, 0.49251115002394635, 0.07816621134103824, 0.017257437090916372]",3,4257,1917
0.005,"[0.8393593023631198, 0.47786427153176886, 0.1278662311144112, 0.03565232628911236]",3,4258,1917
0.007,"[0.1588644232631715, 0.6932870370370371, 0.1430034038449122, 0.04789911223858556]",1,4259,1917
0.017,"[0.08550821099399535, 0.7660738383520913, 0.32409317394918646, 0.05153495233177685]",1,4260,1917
0.024,"[0.08970397444795972, 0.8351081078384419, 0.2715303279151601, 0.08885752165150063]",1,4261,1917
0.009,"[0.6782014266304348, 0.5621139551926299, 0.17288552989130435, 0.05038866206030146]",1,4262,1918
0.015,"[0.6802734375, 0.6769459275544388, 0.2595618206521739, 0.05969299623115576]",1,4263,1918
0.019,"[0.6748386548913043, 0.7334785908710217, 0.2908118206521739, 0.06700167504187604]",1,4264,1918
0.007,"[0.15343570178426486, 0.804479840158046, 0.31652220547309834, 0.022573186063218453]",1,4265,1919
0.007,"[0.1873260667903525, 0.8312960219109196, 0.28649947638856677, 0.025018363163389012]",1,4266,1919
0.008,"[0.20050150742115028, 0.8603665582064924, 0.2641030844155844, 0.03208809337396734]",1,4267,1919
0.008,"[0.11890103658040364, 0.6136762874642598, 0.2141331990559896, 0.03884636003946518]",1,4270,1921
0.014,"[0.46887161254882814, 0.8597253229200226, 0.22041687011718747, 0.06354750800378539]",1,4271,1921
0.003,"[0.694187978108724, 0.6149877961148921, 0.08892486572265623, 0.036032843835575035]",4,4272,1921
0.012,"[0.11494878668075886, 0.7951002227171492, 0.34956001170850715, 0.03569987422216547]",1,4277,1924
0.011,"[0.1379650791295978, 0.8284539116753472, 0.2668051103655802, 0.040716326678240766]",1,4278,1924
0.009,"[0.4623993937174479, 0.43525057917477367, 0.17324371337890626, 0.0538085782391598]",1,4279,1925
0.005,"[0.7270153284859736, 0.9090200450989783, 0.07244503387089174, 0.06733042983716475]",2,4280,1926
0.005,"[0.7909511654290429, 0.9092819584131545, 0.07636847669141922, 0.0717143598339719]",2,4281,1926
0.003,"[0.7436942424711221, 0.7197066071998723, 0.09810746699669959, 0.02682740660919536]",3,4282,1926
0.002,"[0.24110296771864687, 0.7312806812739464, 0.09207243966584161, 0.026958363266283425]",3,4283,1926
0.008,"[0.16905905983664773, 0.7947435167100695, 0.3136494467703349, 0.024452605070891198]",1,4284,1927
0.006,"[0.1620377536025344, 0.8380425347222222, 0.2149933445396606, 0.02842881944444442]",1,4285,1927
0.007,"[0.2138127231141597, 0.8681206597222222, 0.2630114395652662, 0.025178471317997775]",1,4286,1927
0.041,"[0.1335062026977539, 0.7117726551040987, 0.3578583399454752, 0.11419144571993156]",1,4287,1928
0.024,"[0.6075921630859376, 0.4171703682769814, 0.30499664306640617, 0.07713781257445207]",1,4288,1929
0.028,"[0.5000607638888889, 0.7711016017587939, 0.29198784722222226, 0.09670749581239535]",1,4289,1930
0.033,"[0.5090406659388647, 0.5626570351758794, 0.3483726801310043, 0.09483615996649919]",1,4290,1931
0.009,"[0.16702914310569816, 0.8134920634920635, 0.2667546320574891, 0.03303188747829855]",1,4294,1933
0.008,"[0.18055659389952153, 0.849763771339699, 0.28656429309023623, 0.028925464771412113]",1,4295,1933
0.016,"[0.5888843613711714, 0.644415917843389, 0.18989582988037568, 0.08472400513478817]",2,4299,1935
0.006,"[0.8198101182188532, 0.6592732279693486, 0.08250825082508251, 0.06826910844707856]",2,4300,1935
0.002,"[0.09449551522535066, 0.33513426019466397, 0.09936432791228342, 0.020352652246467873]",3,4301,1935
0.003,"[0.7710273163546824, 0.3234956042215437, 0.10381213902640263, 0.02692071322737072]",3,4302,1935
0.013,"[0.47256160517621143, 0.4812670121440536, 0.1581428964757709, 0.08163866206030151]",1,4303,1936
0.011,"[0.5053001101321586, 0.6879056742043551, 0.18248382433920707, 0.058776957705192645]",1,4307,1938
0.009,"[0.17403108064118805, 0.8115962364154155, 0.29532190271326014, 0.029204128840782162]",1,4308,1939
0.007,"[0.1698902027027027, 0.8479090855774267, 0.2649470148859797, 0.025179644536705625]",1,4309,1939
0.012,"[0.15013125314169756, 0.8035019455252919, 0.38980282304886765, 0.03103961430566249]",1,4310,1940
0.009,"[0.18549226459703946, 0.8401858859592014, 0.2589123009494617, 0.03313236942997688]",1,4311,1940
0.007,"[0.22454016288501794, 0.8781200267650463, 0.23211991159539475, 0.030915549949363408]",1,4312,1940
0.014,"[0.8686510732870771, 0.6535297082542695, 0.1021282794882915, 0.13709677419354838]",1,4313,1941
0.007,"[0.09266137295081968, 0.8167267820083014, 0.07660412397540982, 0.09044739782886335]",2,4314,1942
0.011,"[0.12683665646060116, 0.7969370524088542, 0.33124613191739105, 0.03450784419706088]",1,4315,1943
0.008,"[0.1482923568620714, 0.8334893794454609, 0.2973961622324022, 0.027213248231043763]",1,4316,1943
0.01,"[0.21005533077267302, 0.8563557942708333, 0.25130460825626494, 0.041761836299189836]",1,4317,1943
0.009,"[0.1515694314201365, 0.7919176474384878, 0.2615826098570612, 0.035288122257160714]",1,4318,1944
0.021,"[0.1593188952998459, 0.8384338456110704, 0.40063293124804733, 0.05203617928622484]",1,4319,1944
0.028,"[0.1425361124674479, 0.5317697585003931, 0.27402002970377604, 0.10077794872739776]",1,4323,1946
0.013,"[0.5315597466960352, 0.6998861494974874, 0.19556201817180618, 0.06758401381909551]",1,4324,1947
0.008,"[0.161081515791686, 0.8026296681371229, 0.26083221152452457, 0.028956358460174192]",1,4325,1948
0.01,"[0.15816569991810644, 0.8283345891141344, 0.3676320148531713, 0.027003233460174192]",1,4326,1948
0.011,"[0.17231470224808673, 0.7980293186231592, 0.3011653525046383, 0.036912940014367734]",1,4327,1949
0.006,"[0.16645408163265307, 0.838799838362069, 0.2367352147712778, 0.025626346982758674]",1,4328,1949
0.008,"[0.22602620593692022, 0.8676047489560884, 0.2786168822109809, 0.02925758800287348]",1,4329,1949
0.016,"[0.6579764811197917, 0.7390362628094562, 0.2720607503255208, 0.059907511921671985]",1,4335,1952
0.01,"[0.13419766743977865, 0.8107453774357212, 0.2218163553873698, 0.043600104604624934]",1,4336,1953
0.009,"[0.1613835969039698, 0.8410566541883681, 0.3490642200816761, 0.0243682861328125]",1,4337,1953
0.01,"[0.21567860288483104, 0.8710407398365162, 0.32084524346310556, 0.03117766203703709]",1,4338,1953
0.019,"[0.18173545527856502, 0.8062042236328125, 0.33016975056869036, 0.058914410626446756]",1,4339,1954
0.01,"[0.2984143134099889, 0.7841685405940693, 0.2281975668422469, 0.043072034268239134]",1,4340,1955
0.01,"[0.3023122988249126, 0.8263137447118455, 0.19143546255011307, 0.05303058648627068]",1,4341,1955
0.017,"[0.27627588573255035, 0.8668557431353767, 0.23819717608000102, 0.06951795166327435]",1,4342,1955
0.027,"[0.45490900891341257, 0.43377061772315656, 0.33715778862478774, 0.08014634540750326]",1,4343,1956
0.03,"[0.7964164402173913, 0.5720362103174603, 0.12343749999999998, 0.2451016865079365]",1,4344,1957
0.016,"[0.14831429730983303, 0.7836577316810345, 0.3702313311688311, 0.04268251616379315]",1,4345,1958
0.007,"[0.14290062615955473, 0.8326449339417206, 0.2614288613172542, 0.02587890625]",1,4346,1958
0.009,"[0.18719080427803222, 0.8636404454022989, 0.31137186874927525, 0.02991985452586199]",1,4347,1958
0.01,"[0.12359409031800438, 0.8028985507246377, 0.3036950794058875, 0.0334416535357539]",1,4348,1959
0.012,"[0.1271969798239015, 0.8394292613350444, 0.2846757569453638, 0.04057971014492756]",1,4349,1959
0.02,"[0.5536460876464844, 0.31666652189882466, 0.2608990478515625, 0.07650334165541611]",1,4350,1960
0.011,"[0.17045454545454544, 0.8043825873013201, 0.3040763557731331, 0.03481012103201331]",1,4351,1961
0.007,"[0.16801710252637986, 0.8408278542003412, 0.2781215802194457, 0.02474703733948458]",1,4352,1961
0.007,"[0.15737085956858485, 0.7914498664886588, 0.2285279151149667, 0.031947101256716626]",1,4353,1962
0.011,"[0.15392709707284902, 0.8204742080863865, 0.30385639141132303, 0.03758862374842853]",1,4354,1962
0.011,"[0.1437903058040358, 0.8028985507246377, 0.34343012981759996, 0.03267884185348735]",1,4355,1963
0.008,"[0.18039561002448415, 0.8417019314236112, 0.3195355429033343, 0.024832040292245283]",1,4356,1963
0.01,"[0.22668311014129786, 0.8716383192274305, 0.32284640809565646, 0.03225052445023158]",1,4357,1963
0.01,"[0.17416512059369202, 0.8054713983645384, 0.31816732374768086, 0.03286637931034486]",1,4358,1964
0.011,"[0.1742134731200719, 0.8320743078472971, 0.30684954867955705, 0.03517308728448276]",1,4359,1964
0.012,"[0.1524259039997391, 0.7997878502155172, 0.35091268507580586, 0.03408059306528377]",1,4360,1965
0.008,"[0.14600486967691906, 0.8433571300287356, 0.333971069562413, 0.023493624281609282]",1,4361,1965
0.025,"[0.45289268997797355, 0.5880574748743719, 0.3148317042951542, 0.08046744137353434]",1,4362,1966
0.021,"[0.858676553588403, 0.5970594278971354, 0.12011013248574154, 0.1763417561848959]",1,4363,1967
0.026,"[0.44168426513671877, 0.3576079663054916, 0.3095302327473958, 0.08472447474090694]",1,4366,1969
0.012,"[0.1515997212539135, 0.8080268947557471, 0.3401433205117985, 0.03381487966954033]",1,4370,1971
0.008,"[0.15146202412960924, 0.8458153735632183, 0.31524188266393205, 0.02538694184401946]",1,4371,1971
0.006,"[0.19793599257884972, 0.874835398005343, 0.25284815630797774, 0.022215832238909883]",1,4372,1971
0.01,"[0.08403287246049661, 0.6835048555040725, 0.19598264672686228, 0.04936432609557784]",1,4373,1972
0.01,"[0.09327384311512416, 0.772583861451049, 0.250480565744921, 0.04170877950174823]",1,4374,1972
0.027,"[0.05911840434537246, 0.8221051409527972, 0.27720707533860045, 0.09705528846153844]",1,4375,1972
0.009,"[0.15532760620117186, 0.40997798127948115, 0.16092722574869794, 0.058209343676297154]",1,4376,1973
0.007,"[0.07016721725463868, 0.759460769613271, 0.13809587478637694, 0.05427322988435035]",1,4378,1975
0.003,"[0.7488973251241722, 0.9134725714399745, 0.06478619101821192, 0.04580988585568324]",2,4379,1976
0.005,"[0.8543790097268212, 0.9115019855523627, 0.08958020747102646, 0.05311851452745853]",2,4380,1976
0.005,"[0.596050742446192, 0.061356311861430396, 0.1288205582574503, 0.03817074752554278]",4,4381,1976
0.003,"[0.09568217563943894, 0.8640533778148458, 0.05807807343234324, 0.053377814845704696]",2,4382,1977
0.003,"[0.2763381806930693, 0.863066730523627, 0.05961704568894388, 0.05246996727330788]",2,4383,1977
0.012,"[0.13382724868950732, 0.8000757926904062, 0.3180890996767668, 0.038415856599423814]",1,4384,1978
0.01,"[0.13874568665426884, 0.8347669813368056, 0.34847438392456637, 0.028322799117476816]",1,4385,1978
0.009,"[0.1939095675089713, 0.8642982765480324, 0.22811765533885317, 0.037639250578703765]",1,4386,1978
0.021,"[0.7702780836558876, 0.5934039306640625, 0.14040649717468412, 0.14907938639322915]",1,4387,1979
0.024,"[0.6088240654288785, 0.5961528015136719, 0.14478155987857289, 0.1643132527669271]",1,4388,1979
0.011,"[0.156280517578125, 0.7985607978351955, 0.35230861354518583, 0.030091610700724525]",1,4389,1980
0.008,"[0.13611582163217906, 0.8235950150303335, 0.22156064145199889, 0.03587460651078034]",1,4390,1980
0.002,"[0.4029653992663657, 0.8942551537958116, 0.05567508465011284, 0.04235179428446767]",2,4393,1982
0.002,"[0.5538101368510158, 0.8942687881762653, 0.06100980530474043, 0.03715027814136118]",2,4394,1982
0.014,"[0.11379949227051304, 0.781136638452237, 0.32912813581612244, 0.041495787226628944]",1,4395,1983
0.012,"[0.13362380143850686, 0.8162059642650463, 0.2610306113887232, 0.04616620099103008]",1,4396,1983
0.018,"[0.28652006709297223, 0.1704085799575256, 0.28766554221027657, 0.06086956521739134]",1,4397,1984
0.013,"[0.2921451267443205, 0.23196243539471584, 0.2000566281770405, 0.06714471303031211]",1,4398,1984
0.008,"[0.17451542162497102, 0.7945065553160919, 0.31100226067877434, 0.026219422789825808]",1,4399,1985
0.01,"[0.1706357258812616, 0.8249521365110901, 0.30742694805194803, 0.03276912645361896]",1,4400,1985
0.015,"[0.5480634562174479, 0.8170061770442878, 0.23857076009114586, 0.06203352270412321]",1,4401,1986
0.011,"[0.1163238675200398, 0.8015873015873015, 0.3481388858867938, 0.03218522652116407]",1,4402,1987
0.012,"[0.16300343782707835, 0.8326244212962963, 0.3138270035885168, 0.03683935094762725]",1,4403,1987
0.012,"[0.13044134775797525, 0.787476136512363, 0.23307666778564454, 0.04970165134705229]",1,4404,1988
0.026,"[0.11232295989990235, 0.895210423420385, 0.33954863230387367, 0.07733468911082464]",1,4405,1988
0.008,"[0.12525381724039714, 0.8360460419015786, 0.18955717722574872, 0.04295663735301225]",1,4406,1988
0.021,"[0.5616683451334635, 0.5557450678630281, 0.2884403483072917, 0.07418850386157871]",1,4407,1989
0.01,"[0.17145506712767455, 0.7995955824186016, 0.31952426669833894, 0.03245936558899265]",1,4408,1990
0.006,"[0.1756686373873874, 0.8330806114154155, 0.2467342342342342, 0.023959367634863837]",1,4409,1990
0.009,"[0.2197072072072072, 0.8584985146975385, 0.27106097797015766, 0.0339323075789979]",1,4410,1990
0.014,"[0.4071305084228516, 0.6391596849360521, 0.18192507425944004, 0.07900557155928245]",1,4411,1991
0.015,"[0.09437647501627604, 0.819854736328125, 0.2970292663574219, 0.049510365908907894]",1,4412,1992
0.012,"[0.11346298182053371, 0.7688203424329502, 0.286436886165678, 0.040403714429677495]",1,4413,1992
0.011,"[0.1118686751814078, 0.875020734804039, 0.27837000461603634, 0.041056938707295654]",1,4414,1992
0.012,"[0.12823996638620136, 0.10033571674449233, 0.29368586256014595, 0.03939858311133061]",1,4415,1992
0.01,"[0.17116037218681224, 0.8054506114523576, 0.31815883710709597, 0.03101053283986266]",1,4416,1993
0.01,"[0.17115608470861993, 0.8478833233868635, 0.3366683886952377, 0.03037731029369206]",1,4417,1993
0.01,"[0.21738393683182566, 0.8791777434172454, 0.33889544181276166, 0.029904513888888817]",1,4418,1993
0.01,"[0.14450641349847107, 0.792701099537037, 0.2815234928540796, 0.035086398654513906]",1,4419,1994
0.009,"[0.1428594111258204, 0.8225863986545139, 0.24708196599045346, 0.035657755533854196]",1,4420,1994
0.008,"[0.2069939588305489, 0.8562886555989583, 0.3020957637231504, 0.02713634349681715]",1,4421,1994
0.014,"[0.147879638671875, 0.7974925368137532, 0.31813725789388025, 0.044106546379770406]",1,4422,1995
0.007,"[0.1598243985975803, 0.8430513412233382, 0.27181666445378033, 0.023927638139674245]",1,4423,1995
0.01,"[0.20981265711442135, 0.8635843912760417, 0.25606124366869765, 0.03787627043547448]",1,4424,1995
0.007,"[0.13613301643608294, 0.7801972565827546, 0.21650531923571747, 0.0339994077329282]",1,4425,1996
0.009,"[0.12779545385683921, 0.8165106879340278, 0.3362588449992542, 0.02668411820023142]",1,4426,1996
0.015,"[0.4709646312761506, 0.7517339300670016, 0.22389840481171552, 0.06741389237855955]",1,4429,1998
0.022,"[0.5274210611979167, 0.5398149308588787, 0.2682164510091146, 0.0835938120433608]",1,4430,1999
0.024,"[0.8014986143267553, 0.6242304992675781, 0.14951406734871986, 0.16264638264973963]",1,4431,2000
0.004,"[0.06910888120767494, 0.8403251540492958, 0.07790896585778781, 0.045678367077464865]",2,4432,2001
0.003,"[0.08144928047404064, 0.8876506106954225, 0.0641048250564334, 0.052270163952464865]",2,4433,2001
0.012,"[0.32330081475128647, 0.5257165669469599, 0.18460548885077188, 0.06654774417852527]",1,4434,2002
0.018,"[0.5762221269296741, 0.5219417043984476, 0.24004341766723836, 0.07346074547218628]",1,4435,2002
0.005,"[0.14888682745825602, 0.8062272345882723, 0.17756168740578618, 0.02694710917856502]",1,4436,2003
0.005,"[0.15465561224489796, 0.8304953739560884, 0.19193773145799511, 0.02510062031362248]",1,4437,2003
0.009,"[0.20366129406307978, 0.8611522981490212, 0.3599717630304963, 0.025151132167070767]",1,4438,2003
0.012,"[0.16601061292208244, 0.7875439046626764, 0.2856189935201273, 0.04199597118960707]",1,4442,2005
0.007,"[0.16951744631623955, 0.8395119151849856, 0.2657221013849432, 0.027417939284752224]",1,4443,2005
0.015,"[0.0947148370497427, 0.7933426989003881, 0.23863636363636365, 0.06175715556274253]",1,4444,2006
0.039,"[0.14915889739990235, 0.7182338306237761, 0.34939863840738933, 0.11146597202390662]",1,4445,2007
0.033,"[0.049415786588555284, 0.8245982516750419, 0.4337243864486348, 0.07656119137353434]",1,4446,2008
0.017,"[0.09571269989013671, 0.5775174799653673, 0.28819380442301434, 0.05882121607200386]",1,4449,2010
0.033,"[0.11182870694902682, 0.7448350697000194, 0.30947505026606825, 0.10741465628263192]",1,4450,2010
0.008,"[0.2581156076478564, 0.6428268646980763, 0.19767829327543907, 0.0401072690922335]",1,4451,2010
0.002,"[0.3987485270854855, 0.17721483564315932, 0.09772051346203514, 0.02083002044171056]",3,4452,2011
0.01,"[0.38367264172262394, 0.20555771478138968, 0.27489205352531, 0.03627285037765407]",3,4453,2011
0.006,"[0.3791003518853306, 0.25121793588611513, 0.22172316874354342, 0.026021126738605516]",3,4454,2011
0.003,"[0.49864128680268593, 0.3291005101697198, 0.07435867687887399, 0.03974031762601776]",3,4455,2011
0.002,"[0.6097402020919421, 0.328462291342393, 0.07447580384814056, 0.028790119507303646]",3,4456,2011
0.003,"[0.7260031960227272, 0.33079904919230924, 0.07208231776213847, 0.04247411579312338]",3,4457,2011
0.009,"[0.11108176491477273, 0.8730273094518279, 0.10866648776472107, 0.08140538630966632]",2,4458,2011
0.002,"[0.30965757764075413, 0.8928371541497047, 0.06639141997029957, 0.03571008752893523]",2,4459,2011
0.019,"[0.03981903076171875, 0.8672382049166263, 0.2616827392578125, 0.07126177805030687]",1,4460,2012
0.009,"[0.02191125233968099, 0.7076881270692021, 0.2193612798055013, 0.04269385522650204]",1,4461,2012
0.01,"[0.02403269610609481, 0.809000121827306, 0.3142547262979684, 0.0312647349229237]",1,4462,2012
0.005,"[0.6121481729683973, 0.07491190450174826, 0.12626093397291194, 0.036088423295454544]",4,4463,2012
0.019,"[0.5824305555555556, 0.525348094639866, 0.22757812499999996, 0.08399418969849248]",1,4464,2013
0.027,"[0.6348662151287554, 0.7467676926298158, 0.3187449704935622, 0.08486442629815738]",1,4465,2014
0.009,"[0.1644220575572088, 0.8102476173597666, 0.32322019172531674, 0.027547702098033144]",1,4466,2015
0.01,"[0.17162406510899814, 0.837536515860722, 0.3595838104417904, 0.02890663585443609]",1,4467,2015
0.009,"[0.14078179583854394, 0.7918066115606399, 0.3113971459652975, 0.03016223402881113]",1,4468,2016
0.016,"[0.15130761251495214, 0.8249726472077547, 0.304729552930622, 0.05372393572771994]",1,4469,2016
0.004,"[0.3998910633250825, 0.8362892121647509, 0.06244520936468645, 0.06516029094827591]",2,4470,2017
0.003,"[0.5331934560643564, 0.8770104964878672, 0.07793967873349839, 0.04004779294380578]",2,4471,2017
0.029,"[0.4956165568033854, 0.228497584660848, 0.29035003662109377, 0.09961911042531332]",1,4472,2018
0.003,"[0.6592083450902935, 0.8794589782002975, 0.0592506701467268, 0.05817880839582246]",2,4473,2019
0.003,"[0.8207387288411458, 0.8934516906738281, 0.08595235188802086, 0.035848140716552734]",2,4474,2019
0.002,"[0.767428223758465, 0.7940986000881834, 0.08335831687358919, 0.02096423059964725]",3,4475,2019
0.003,"[0.7675428541196389, 0.7466827876984127, 0.09359568989841982, 0.03229373346560849]",3,4476,2019
0.003,"[0.7697472841422122, 0.697372409611993, 0.08935436653498874, 0.0338093860229276]",3,4477,2019
0.002,"[0.7681424590857788, 0.6634975749559083, 0.09181010158013536, 0.019131668871252172]",3,4478,2019
0.001,"[0.7681160059255079, 0.630917934303351, 0.05280050790067725, 0.020006613756613723]",3,4479,2019
0.006,"[0.7702013967268623, 0.5475398203262787, 0.08776276805869077, 0.06603767085537915]",3,4480,2019
0.003,"[0.7676839376410836, 0.48302469135802467, 0.08469861032731374, 0.037188602292768935]",3,4481,2019
0.004,"[0.7668418453724605, 0.33796985229276894, 0.08385210919864561, 0.04950327932098769]",3,4482,2019
0.001,"[0.7658895316027088, 0.3037298831569665, 0.08244127398419865, 0.017667686287477946]",3,4483,2019
0.002,"[0.7647873165914221, 0.2540268132716049, 0.0843988078442438, 0.022452325837742537]",3,4484,2019
0.008,"[0.16696463919974663, 0.805900531108153, 0.2581996608424831, 0.03140633865441689]",1,4485,2020
